A;B;shapetime;ms;gar;interval;parson
deut4500;deut4491;1,88744247;0,8732489224;0,76109375;0,487804878;0,6585365854
deut4500;deut4492;1,23284473;0,6285021552;0,6345833333;0,4137931034;0,6379310345
deut4500;deut4493;0,41579608;0,6112907088;0,5835416667;0,3518518519;0,6296296296
deut4500;deut4494;0,2769289;0,5873443487;0,6214583333;0,3103448276;0,5689655172
deut4500;deut4496;1,19666518;0,6113505747;0,6261458333;0,375;0,6428571429
deut4500;deut4498;0,81703278;0,6150323276;0,5742708333;0,3965517241;0,5862068966
deut4500;deut4500;6,5514;1;1;1;1
deut4501;deut4401;0,39588283;0,4750615764;0,4992857143;0,3333333333;0,431372549
deut4501;deut4407;0,01590747;0,2887306347;0,509076087;0,2637362637;0,3956043956
deut4501;deut4417;0,19937024;0,0949421123;0,2720108696;0,3257575758;0,3863636364
deut4501;deut4443;0,38331779;0,6537356322;0,599;0,2352941176;0,3921568627
deut4501;deut4445;0,0313907;0,4312910509;0,2973214286;0,3684210526;0,5263157895
deut4501;deut4481;0,0235632;0,4169779693;0,4583055556;0,2389380531;0,3362831858
deut4501;deut4484;0,7149947;0,0995297806;0,3320454545;0,3069306931;0,396039604
deut4501;deut4501;6,5514;1;1;1;1
deut4501;deut4502;1,41851644;0,2849317529;0,4822916667;0,5135135135;0,5810810811
deut4501;deut4503;2,91551396;0,6351472701;0,62515625;0,4509803922;0,4705882353
deut4502;deut4401;0,22756743;0,2455100575;0,3241666667;0,2567567568;0,3378378378
deut4502;deut4417;0,00868437;0,3340309012;0,4140398551;0,3863636364;0,4924242424
deut4502;deut4423;0,00684605;0,7469971264;0,42125;0,369047619;0,5595238095
deut4502;deut4427;0,137718;0,1932171935;0,373203125;0,3243243243;0,5405405405
deut4502;deut4442;0,14935794;0,278855364;0,3985416667;0,2567567568;0,4459459459
deut4502;deut4443;0,25480562;0,2803220785;0,4134895833;0,2702702703;0,472972973
deut4502;deut4484;0,06438514;0,3470371822;0,4959469697;0,297029703;0,4851485149
deut4502;deut4501;1,41851644;0,2849317529;0,4822916667;0,5135135135;0,5810810811
deut4502;deut4502;6,5514;1;1;1;1
deut4502;deut4503;6,31167302;0,3325850096;0,390625;0,3243243243;0,3243243243
deut4503;deut4401;0,23840397;0,5591774425;0,6178125;0,4;0,52
deut4503;deut4427;0,465618;0,3006465517;0,325625;0,2432432432;0,3243243243
deut4503;deut4442;0,31294045;0,5988685345;0,461875;0,2653061224;0,3469387755
deut4503;deut4443;0,53387844;0,5739942529;0,56046875;0,2978723404;0,3617021277
deut4503;deut4468;0,37113295;0,5881824713;0,3734375;0,2553191489;0,4042553191
deut4503;deut4476;0,85116785;0,650933908;0,632875;0,2608695652;0,4347826087
deut4503;deut4484;0,21768311;0,1190351794;0,2883333333;0,1683168317;0,2376237624
deut4503;deut4501;2,91551396;0,6351472701;0,62515625;0,4509803922;0,4705882353
deut4503;deut4502;6,31167302;0,3325850096;0,390625;0,3243243243;0,3243243243
deut4503;deut4503;6,5514;1;1;1;1
