A;B;shapetime;ms;gar;interval;parson
deut4503;deut4401;0,23840397;0,34375;0,196969697;0,4;0,52
deut4503;deut4427;0,465618;0,0152671756;0,0174418605;0,2432432432;0,3243243243
deut4503;deut4442;0,31294045;0,25;4,44089209850063E-16;0,2653061224;0,3469387755
deut4503;deut4443;0,53387844;0,2578125;0,0131578947;0,2978723404;0,3617021277
deut4503;deut4468;0,37113295;0,3268229167;0,0125;0,2553191489;0,4042553191
deut4503;deut4476;0,85116785;0,48125;0,24375;0,2608695652;0,4347826087
deut4503;deut4484;0,21768311;0,1136363636;0,087406015;0,1683168317;0,2376237624
deut4503;deut4501;2,91551396;0,359375;0,0797101449;0,4509803922;0,4705882353
deut4503;deut4502;6,31167302;0,3307291667;0,3307291667;0,3243243243;0,3243243243
deut4503;deut4503;6,5514;1;1;1;1
