pair;A;B;ms;gar;interval;parson;shapeh;shapetime
7879;DEUT4472.JSON;DEUT4432.JSON;0,4793462644;0;0,3846153846;0,5897435897;-0,00262587;-0,08748663
7880;DEUT4472.JSON;DEUT4433.JSON;0,5201867816;0;0,2931034483;0,5344827586;-0,01351351;-0,05159291
7881;DEUT4472.JSON;DEUT4434.JSON;0,2558269476;0,1111111111;0,2906976744;0,4302325581;-0,02702703;-0,12800076
7882;DEUT4472.JSON;DEUT4435.JSON;0,3403376437;0;0,2923076923;0,5076923077;-0,01351351;-0,07437012
7883;DEUT4472.JSON;DEUT4436.JSON;0,5184536638;0,0234375;0,2820512821;0,4871794872;-0,04814497;-0,05987654
7884;DEUT4472.JSON;DEUT4437.JSON;0,452496408;0,007518797;0,3148148148;0,5555555556;0,05143526;0,09483913
7885;DEUT4472.JSON;DEUT4438.JSON;0,1538347206;0;0,3269230769;0,6153846154;0,01106992;-0,02381514
7886;DEUT4472.JSON;DEUT4439.JSON;0,0851903058;0,0011709602;0,3214285714;0,4404761905;-0,01532546;-0,08796296
7887;DEUT4472.JSON;DEUT4440.JSON;0,2792601715;0,0079365079;0,350877193;0,5263157895;-0,00226839;-0,06018519
7888;DEUT4472.JSON;DEUT4441.JSON;0,477191092;0,0428571429;0,375;0,625;-0,01351351;-0,0625
7889;DEUT4472.JSON;DEUT4442.JSON;0,5424329502;0,05;0,3265306122;0,5714285714;-0,04036534;-0,04830144
7890;DEUT4472.JSON;DEUT4443.JSON;0,5303639847;0,025;0,3404255319;0,6170212766;-0,00287698;0,05417931
7891;DEUT4472.JSON;DEUT4444.JSON;0,1978568008;0,0518134715;0,2692307692;0,4743589744;-0,01351351;-0,04790632
7892;DEUT4472.JSON;DEUT4445.JSON;0,4425287356;0,02;0,3026315789;0,4342105263;0,01106992;-0,04166667
7893;DEUT4472.JSON;DEUT4446.JSON;0,5028286638;0,046875;0,2857142857;0,5476190476;-0,01351351;-0,08333333
7894;DEUT4472.JSON;DEUT4447.JSON;0,2889278017;0,15234375;0,3387096774;0,5161290323;-0,01351351;-0,04790632
7895;DEUT4472.JSON;DEUT4448.JSON;0,2275502874;0,071875;0,2159090909;0,4318181818;-0,01351351;-0,03642427
7896;DEUT4472.JSON;DEUT4449.JSON;0,197108477;0,1171875;0,2;0,3166666667;0,01106992;-0,02678124
7897;DEUT4472.JSON;DEUT4450.JSON;0,1993534483;0,0859375;0,2818181818;0,3545454545;0,01106992;-0,03351956
7898;DEUT4472.JSON;DEUT4451.JSON;0,3755088602;0,09375;0,3255813953;0,5813953488;-0,02702703;-0,0787037
7899;DEUT4472.JSON;DEUT4452.JSON;0,5256226054;0,0093457944;0,1282051282;0,4615384615;-0,00226839;-0,0462963
7900;DEUT4472.JSON;DEUT4453.JSON;0,4951149425;0;0,2307692308;0,4615384615;-0,05531547;-0,08974359
7901;DEUT4472.JSON;DEUT4454.JSON;0,5097701149;2,22044604925031E-16;0,2564102564;0,5128205128;-0,00289415;-0,06374646
7902;DEUT4472.JSON;DEUT4455.JSON;0,1799412794;0,0132275132;0,3076923077;0,5641025641;0,01462811;-0,04587783
7903;DEUT4472.JSON;DEUT4456.JSON;0,4540948276;0;0,3076923077;0,5128205128;0,0151699;-0,06230992
7904;DEUT4472.JSON;DEUT4457.JSON;0,1948635057;0,0833333333;0,2688172043;0,4086021505;-0,04036534;-0,07368471
7905;DEUT4472.JSON;DEUT4458.JSON;0,3508141762;0,025;0,2686567164;0,5074626866;-0,04036534;-0,06300983
7906;DEUT4472.JSON;DEUT4459.JSON;0,1588840996;0,0518672199;0,28;0,4666666667;-0,04036534;-0,05494454
7907;DEUT4472.JSON;DEUT4460.JSON;0,2558269476;0,0659722222;0,2613636364;0,4090909091;-0,01351351;-0,08559917
7908;DEUT4472.JSON;DEUT4461.JSON;0,1870689655;0,07;0,1952662722;0,2307692308;-0,01351351;-0,09259259
7909;DEUT4472.JSON;DEUT4462.JSON;0,3568007663;0,0677083333;0,2678571429;0,5535714286;-0,04036534;-0,07928178
7910;DEUT4472.JSON;DEUT4463.JSON;0,4035201149;0,0186915888;0,320754717;0,5660377358;0,01106992;0,0879005
7911;DEUT4472.JSON;DEUT4464.JSON;0,4479166667;0,0234375;0,2142857143;0,5;-0,02702703;-0,07277939
7912;DEUT4472.JSON;DEUT4465.JSON;0,4027549717;0,0079365079;0,2804878049;0,4512195122;0,01106992;-0,03077335
7913;DEUT4472.JSON;DEUT4466.JSON;0,0653418695;0,0080142476;0,27;0,39;-0,02702703;-0,06300983
7914;DEUT4472.JSON;DEUT4467.JSON;0,3762571839;0,1927083333;0,3666666667;0,5666666667;-0,02864072;-0,0965451
7915;DEUT4472.JSON;DEUT4468.JSON;0,425397878;0;0,2127659574;0,6595744681;-0,04022241;-0,0736523
7916;DEUT4472.JSON;DEUT4469.JSON;0,4978182205;3,33066907387547E-16;0,3188405797;0,5072463768;-0,01351351;-0,08596989
7917;DEUT4472.JSON;DEUT4470.JSON;0,3267241379;0;0,358490566;0,5660377358;-0,01351351;-0,05492786
7918;DEUT4472.JSON;DEUT4471.JSON;0,289032567;0,012195122;0,2333333333;0,4333333333;-0,02702703;-0,08333333
7919;DEUT4472.JSON;DEUT4472.JSON;1;1;1;1;0,97703486;6,5514
7920;DEUT4472.JSON;DEUT4473.JSON;0,3396491858;0,0050251256;0,32;0,56;-0,01351351;-0,03770403
7921;DEUT4472.JSON;DEUT4474.JSON;0,3975095785;0,0105263158;0,2564102564;0,6153846154;-0,03333333;-0,0471725
7922;DEUT4472.JSON;DEUT4475.JSON;0,1388514727;0,0486381323;0,25;0,3804347826;0,01106992;-0,03077335
7923;DEUT4472.JSON;DEUT4476.JSON;0,4012931034;0,0306748466;0,3695652174;0,6086956522;0,01106992;-0,04166667
7924;DEUT4472.JSON;DEUT4477.JSON;0,3807471264;0,1354166667;0,4468085106;0,6170212766;0,01326454;0,09801526
7925;DEUT4472.JSON;DEUT4478.JSON;0,4641522989;0,0183486239;0,2564102564;0,5641025641;-0,015625;-0,14516129
7926;DEUT4472.JSON;DEUT4479.JSON;0,2981082375;0,0708333333;0,2115384615;0,375;-0,02702703;-0,04985339
7927;DEUT4472.JSON;DEUT4480.JSON;0,0622281765;0,0318257956;0,2448979592;0,387755102;-0,01351351;-0,11464712
7928;DEUT4472.JSON;DEUT4481.JSON;0,2962164751;0,0819444444;0,2212389381;0,3362831858;-0,00226839;-0,06481481
7929;DEUT4472.JSON;DEUT4482.JSON;0,5495210728;0,1;0,4318181818;0,6136363636;0,01326454;0,06080843
7930;DEUT4472.JSON;DEUT4483.JSON;0,1226752075;0,0657439446;0,3108108108;0,472972973;0,03692126;0,06553124
7931;DEUT4472.JSON;DEUT4484.JSON;0,0711315744;0,0357815443;0,2574257426;0,3762376238;-0,01562975;-0,05555556
7932;DEUT4472.JSON;DEUT4485.JSON;0,4467991699;0,0067567568;0,2051282051;0,5897435897;-0,01351351;-0,05968105
7933;DEUT4472.JSON;DEUT4486.JSON;0,5295566502;0,0074074074;0,3076923077;0,5897435897;-0,02857143;-0,09775083
7934;DEUT4472.JSON;DEUT4487.JSON;0,4927262931;0,1328125;0,3333333333;0,6153846154;-0,04267193;-0,21078431
7935;DEUT4472.JSON;DEUT4488.JSON;0,3642840038;0,0885416667;0,275862069;0,5172413793;-0,04036534;-0,19907407
7936;DEUT4472.JSON;DEUT4489.JSON;0,4937589799;0,03125;0,358974359;0,6153846154;-0,02857143;-0,09313725
7937;DEUT4472.JSON;DEUT4490.JSON;0,3642840038;0,078125;0,3148148148;0,537037037;-0,02702703;-0,12962963
7938;DEUT4472.JSON;DEUT4491.JSON;0,4859015805;0,0073529412;0,3333333333;0,641025641;0,02972657;-0,08898261
7939;DEUT4472.JSON;DEUT4492.JSON;0,3702705939;0,0833333333;0,2931034483;0,5;-0,02702703;-0,12962963
7940;DEUT4472.JSON;DEUT4493.JSON;0,3642840038;0,0833333333;0,2962962963;0,537037037;-0,04036534;-0,19907407
7941;DEUT4472.JSON;DEUT4494.JSON;0,3657806513;0,0051282051;0,3275862069;0,5344827586;-0,04036534;-0,19907407
7942;DEUT4472.JSON;DEUT4495.JSON;0,3916862591;0,0511363636;0,35;0,625;-0,01566203;-0,12832481
7943;DEUT4472.JSON;DEUT4496.JSON;0,3605423851;0,0104166667;0,3035714286;0,5714285714;-0,02702703;-0,12962963
7944;DEUT4472.JSON;DEUT4497.JSON;0,4858117816;0,0153846154;0,3076923077;0,6923076923;-0,0413634;-0,13333333
7945;DEUT4472.JSON;DEUT4498.JSON;0,3389008621;0,0048780488;0,3448275862;0,5172413793;-0,04036534;-0,19907407
7946;DEUT4472.JSON;DEUT4499.JSON;0,5217313218;0,1171875;0,3333333333;0,6153846154;-0,04392699;-0,20908248
7947;DEUT4472.JSON;DEUT4500.JSON;0,4949712644;0,109375;0,1951219512;0,6097560976;-0,02857143;-0,1372549
7948;DEUT4472.JSON;DEUT4501.JSON;0,5224753695;0,0625;0,2745098039;0,431372549;-0,04036534;-0,05646367
7949;DEUT4472.JSON;DEUT4502.JSON;0,197108477;0,085492228;0,2432432432;0,4189189189;-0,04036534;-0,05646367
7950;DEUT4472.JSON;DEUT4503.JSON;0,4592313218;0,0364963504;0,2307692308;0,4871794872;-0,06788716;-0,09679486
7951;DEUT4473.JSON;DEUT4398.JSON;0,5729501916;0,2133333333;0,3088235294;0,5294117647;-0,01041667;0,02164113
7952;DEUT4473.JSON;DEUT4399.JSON;0,6206896552;0,017167382;0,2769230769;0,6307692308;-0,0293664;-0,01027376
7953;DEUT4473.JSON;DEUT4400.JSON;0,5128455118;0,0892857143;0,3092783505;0,4639175258;-0,03109718;-0,0212766
7954;DEUT4473.JSON;DEUT4401.JSON;0,4655771073;0,234375;0,38;0,46;-0,04347826;-0,09090909
7955;DEUT4473.JSON;DEUT4402.JSON;0,5356501437;0,0096618357;0,2711864407;0,593220339;-0,03109718;-0,06362117
7956;DEUT4473.JSON;DEUT4403.JSON;0,457345546;0,0572916667;0,3;0,48;-0,06219436;-0,14492754
7957;DEUT4473.JSON;DEUT4404.JSON;0,6023108238;0,203125;0,38;0,48;-0,02;0,04002001
7958;DEUT4473.JSON;DEUT4405.JSON;0,3525502874;0,1145833333;0,34;0,48;-0,01785714;-0,12962963
7959;DEUT4473.JSON;DEUT4406.JSON;0,5724095673;0,0072463768;0,44;0,54;0,02645096;0,08815883
7960;DEUT4473.JSON;DEUT4407.JSON;0,4737162669;0,1358695652;0,2857142857;0,4725274725;-0,01065123;-0,02698625
7961;DEUT4473.JSON;DEUT4408.JSON;0,5808588761;0,0138888889;0,2413793103;0,5862068966;-0,01041667;0,01454894
7962;DEUT4473.JSON;DEUT4409.JSON;0,3006654567;0,0142405063;0,375;0,640625;-0,01041667;-0,03546099
7963;DEUT4473.JSON;DEUT4410.JSON;0,5715555051;0,125;0,3035714286;0,5714285714;-0,02083333;0,00745674
7964;DEUT4473.JSON;DEUT4411.JSON;0,4648287835;0,1354166667;0,18;0,42;-0,04545455;-0,10006757
7965;DEUT4473.JSON;DEUT4412.JSON;0,6146731322;0,04;0,28;0,6;-0,01086957;-0,04500908
7966;DEUT4473.JSON;DEUT4413.JSON;0,6018318966;0;0,3389830508;0,6101694915;-0,01164989;-0,01331376
7967;DEUT4473.JSON;DEUT4414.JSON;0,6421455939;0,1583333333;0,3166666667;0,55;-0,01041667;0,07675745
7968;DEUT4473.JSON;DEUT4415.JSON;0,2646072797;0;0,32;0,6;-0,01219512;-0,02560029
7969;DEUT4473.JSON;DEUT4416.JSON;0,5640565134;0,0138248848;0,3333333333;0,5217391304;-0,02083333;-0,03705971
7970;DEUT4473.JSON;DEUT4417.JSON;0,16818674;0,0098126673;0,2727272727;0,3712121212;-0,03109718;-0,0106383
7971;DEUT4473.JSON;DEUT4418.JSON;0,6371062154;0,0284552846;0,32;0,44;-0,03553963;-0,14227642
7972;DEUT4473.JSON;DEUT4419.JSON;0,5485811782;0,0128205128;0,3174603175;0,5555555556;-0,01041667;0,01422621
7973;DEUT4473.JSON;DEUT4420.JSON;0,5423551245;0,0127659574;0,328125;0,5625;-0,01041667;0,01422621
7974;DEUT4473.JSON;DEUT4421.JSON;0,5469348659;0;0,3;0,48;-0,04347826;-0,06905244
7975;DEUT4473.JSON;DEUT4422.JSON;0,6579861111;0,0139534884;0,3;0,56;-0,02857143;-0,07331727
7976;DEUT4473.JSON;DEUT4423.JSON;0,4426436782;0,080952381;0,3214285714;0,5238095238;-0,03069558;-0,0300466
7977;DEUT4473.JSON;DEUT4424.JSON;0,3168702107;0,09375;0,28;0,4;-0,02173913;-0,06060606
7978;DEUT4473.JSON;DEUT4425.JSON;0,5514248084;0,0153846154;0,24;0,46;-0,03132416;-0,01893939
7979;DEUT4473.JSON;DEUT4426.JSON;0,5107459291;0,0625;0,34;0,52;-0,01086957;-0,04074074
7980;DEUT4473.JSON;DEUT4427.JSON;0,3162116858;0;0,3378378378;0,5;-0,02115319;-0,02592854
7981;DEUT4473.JSON;DEUT4428.JSON;0,4289092433;0,0729166667;0,34;0,56;-0,02631579;-0,06730257
7982;DEUT4473.JSON;DEUT4429.JSON;0,5746527778;0,0139534884;0,32;0,54;-0,01923077;-0,08101634
7983;DEUT4473.JSON;DEUT4430.JSON;0,2350335249;0;0,32;0,54;-0,01923077;-0,05880635
7984;DEUT4473.JSON;DEUT4431.JSON;0,6139248084;0,0151515152;0,38;0,48;-0,04975549;0,06967198
7985;DEUT4473.JSON;DEUT4432.JSON;0,5590277778;0,2135416667;0,38;0,54;-0,05330945;-0,1169208
7986;DEUT4473.JSON;DEUT4433.JSON;0,2987308429;0;0,3103448276;0,5862068966;-0,01041667;0,19616838
7987;DEUT4473.JSON;DEUT4434.JSON;0,5888409962;0,1319444444;0,3488372093;0,511627907;-0,02083333;-0,08005772
7988;DEUT4473.JSON;DEUT4435.JSON;0,6052143199;0,0130434783;0,3692307692;0,6153846154;-0,01041667;-0,03568775
7989;DEUT4473.JSON;DEUT4436.JSON;0,5693845785;3,33066907387547E-16;0,3;0,52;-0,04814497;-0,02654321
7990;DEUT4473.JSON;DEUT4437.JSON;0,5410081418;0,0572916667;0,3148148148;0,5925925926;-0,01041667;-0,04255319
7991;DEUT4473.JSON;DEUT4438.JSON;0,3843762386;0,0061983471;0,3653846154;0,5961538462;-0,01041667;0,06455887
7992;DEUT4473.JSON;DEUT4439.JSON;0,2076081653;0,0101237345;0,380952381;0,5238095238;0,02091507;0,131265
7993;DEUT4473.JSON;DEUT4440.JSON;0,6417852582;0,1349206349;0,350877193;0,5263157895;-0,03109718;0,03029362
7994;DEUT4473.JSON;DEUT4441.JSON;0,5633979885;0,0046948357;0,26;0,52;-0,01315789;-0,03378378
7995;DEUT4473.JSON;DEUT4442.JSON;0,512003113;0,046875;0,22;0,56;-0,03317032;-0,04197977
7996;DEUT4473.JSON;DEUT4443.JSON;0,5247246169;0,0050251256;0,26;0,6;-0,02222222;-0,05346561
7997;DEUT4473.JSON;DEUT4444.JSON;0,463332136;0,0598958333;0,3076923077;0,5384615385;-0,01041667;-0,03347932
7998;DEUT4473.JSON;DEUT4445.JSON;0,3535081418;0,0096153846;0,3026315789;0,4736842105;-0,03109718;-0,0106383
7999;DEUT4473.JSON;DEUT4446.JSON;0,5254729406;0,0416666667;0,4;0,64;-0,0125;-0,05128205
8000;DEUT4473.JSON;DEUT4447.JSON;0,6165140086;0,12890625;0,3387096774;0,5806451613;-0,01041667;-0,03347932
8001;DEUT4473.JSON;DEUT4448.JSON;0,5201508621;0,009202454;0,3068181818;0,4886363636;-0,01041667;-0,03035573
8002;DEUT4473.JSON;DEUT4449.JSON;0,4554747366;0,1692708333;0,2583333333;0,375;-0,01041667;-0,01875227
8003;DEUT4473.JSON;DEUT4450.JSON;0,4491139847;0,1380208333;0,3181818182;0,4272727273;-0,00836958;0,09485865
8004;DEUT4473.JSON;DEUT4451.JSON;0,670079023;0;0,36;0,64;-0,02439024;-0,02873833
8005;DEUT4473.JSON;DEUT4452.JSON;0,4371408046;0,0729166667;0,28;0,58;-0,03840125;0,11259348
8006;DEUT4473.JSON;DEUT4453.JSON;0,388230364;0,0520833333;0,28;0,5;0,07243135;0,28962751
8007;DEUT4473.JSON;DEUT4454.JSON;0,3889786877;0,1354166667;0,34;0,46;-0,05147119;-0,0297619
8008;DEUT4473.JSON;DEUT4455.JSON;0,4491191904;0,0159453303;0,3;0,48;-0,01785714;-0,04676715
8009;DEUT4473.JSON;DEUT4456.JSON;0,2861889368;0,046875;0,34;0,48;-0,01851852;-0,05128205
8010;DEUT4473.JSON;DEUT4457.JSON;0,4517331178;0,0755208333;0,3225806452;0,4731182796;-0,03109718;-0,0472216
8011;DEUT4473.JSON;DEUT4458.JSON;0,5756405651;0;0,3134328358;0,552238806;-0,01065123;0,07632213
8012;DEUT4473.JSON;DEUT4459.JSON;0,3757543103;0,0791666667;0,3066666667;0,5333333333;0,03005231;0,1126563
8013;DEUT4473.JSON;DEUT4460.JSON;0,550466954;0;0,3295454545;0,4886363636;-0,00038738;-0,04964539
8014;DEUT4473.JSON;DEUT4461.JSON;0,3912787356;0,0097799511;0,2130177515;0,2958579882;0,01995906;0,0158348
8015;DEUT4473.JSON;DEUT4462.JSON;0,7198575192;0,0047619048;0,3035714286;0,6607142857;-0,03109718;-0,05778775
8016;DEUT4473.JSON;DEUT4463.JSON;0,3083991858;0;0,358490566;0,5471698113;-0,03317032;-0,01136364
8017;DEUT4473.JSON;DEUT4464.JSON;0,4879370211;0,0130434783;0,2428571429;0,5428571429;-0,02083333;-0,07171829
8018;DEUT4473.JSON;DEUT4465.JSON;0,4493235153;0,0095238095;0,3414634146;0,5;-0,01041667;-0,01672377
8019;DEUT4473.JSON;DEUT4466.JSON;0,1676227603;0,0081154193;0,3;0,44;-0,02083333;-0,02698625
8020;DEUT4473.JSON;DEUT4467.JSON;0,6716954023;0,009478673;0,35;0,5666666667;-0,03102255;-0,06778341
8021;DEUT4473.JSON;DEUT4468.JSON;0,4586027299;0;0,16;0,54;-0,03382339;-0,06178748
8022;DEUT4473.JSON;DEUT4469.JSON;0,4143917625;0,009478673;0,2608695652;0,5217391304;-0,01041667;-0,05319149
8023;DEUT4473.JSON;DEUT4470.JSON;0,2459889847;0;0,320754717;0,5849056604;-0,01041667;-0,02354558
8024;DEUT4473.JSON;DEUT4471.JSON;0,5886733716;0,0107142857;0,3333333333;0,5111111111;-0,02083333;-0,04255319
8025;DEUT4473.JSON;DEUT4472.JSON;0,3396491858;0,0050251256;0,32;0,56;-0,01351351;-0,03770403
8026;DEUT4473.JSON;DEUT4473.JSON;1;1;1;1;0,97441146;6,5514
8027;DEUT4473.JSON;DEUT4474.JSON;0,6497545498;0,0536585366;0,38;0,56;-0,03333333;-0,03088406
8028;DEUT4473.JSON;DEUT4475.JSON;0,3435704023;0,048828125;0,2934782609;0,4239130435;-0,01041667;-0,01672377
8029;DEUT4473.JSON;DEUT4476.JSON;0,6205399904;0;0,32;0,56;-0,0339242;-0,01162791
8030;DEUT4473.JSON;DEUT4477.JSON;0,6365241858;0,0142857143;0,36;0,58;-0,02222222;0,01739823
8031;DEUT4473.JSON;DEUT4478.JSON;0,397210249;0,09375;0,36;0,54;-0,015625;-0,11290323
8032;DEUT4473.JSON;DEUT4479.JSON;0,5603208812;0,0099447514;0,2403846154;0,4230769231;-0,02083333;0,01124368
8033;DEUT4473.JSON;DEUT4480.JSON;0,1553665735;0,0380067568;0,2653061224;0,4489795918;-0,01041667;-0,02445816
8034;DEUT4473.JSON;DEUT4481.JSON;0,5450431034;0;0,2477876106;0,3716814159;-0,0293664;-0,02836879
8035;DEUT4473.JSON;DEUT4482.JSON;0,5150562739;0;0,38;0,62;-0,02380952;-0,05284553
8036;DEUT4473.JSON;DEUT4483.JSON;0,3103847382;0,0519031142;0,3783783784;0,5405405405;-0,03109718;-0,0106383
8037;DEUT4473.JSON;DEUT4484.JSON;0,1755594741;0,0613207547;0,2574257426;0,4257425743;-0,03109718;-0,0212766
8038;DEUT4473.JSON;DEUT4485.JSON;0,6527179119;0,1979166667;0,46;0,6;-0,01351351;0,02269173
8039;DEUT4473.JSON;DEUT4486.JSON;0,4861111111;0,0198019802;0,34;0,56;-0,02756251;0,00619819
8040;DEUT4473.JSON;DEUT4487.JSON;0,5671396073;0,0677083333;0,3;0,52;-0,04126822;-0,18137255
8041;DEUT4473.JSON;DEUT4488.JSON;0,6654693487;0,0311111111;0,3103448276;0,5862068966;-0,03009141;-0,13120567
8042;DEUT4473.JSON;DEUT4489.JSON;0,5358297414;0,0729166667;0,26;0,5;-0,02857143;-0,06372549
8043;DEUT4473.JSON;DEUT4490.JSON;0,6573575192;0,033492823;0,3333333333;0,5740740741;-0,02083333;-0,07801418
8044;DEUT4473.JSON;DEUT4491.JSON;0,567887931;0;0,24;0,56;-0,01428571;-0,05957084
8045;DEUT4473.JSON;DEUT4492.JSON;0,6601113506;1,11022302462516E-16;0,3103448276;0,5517241379;-0,02083333;-0,07801418
8046;DEUT4473.JSON;DEUT4493.JSON;0,6631046456;0,0331753555;0,3148148148;0,5740740741;-0,03109718;-0,13120567
8047;DEUT4473.JSON;DEUT4494.JSON;0,6133261494;0,0077821012;0,3620689655;0,6206896552;-0,03009141;-0,0292098
8048;DEUT4473.JSON;DEUT4495.JSON;0,6752574234;0;0,26;0,5;-0,03918637;-0,09719044
8049;DEUT4473.JSON;DEUT4496.JSON;0,655621408;0,0043859649;0,3035714286;0,5892857143;-0,02083333;-0,07375714
8050;DEUT4473.JSON;DEUT4497.JSON;0,5551664272;0,0150753769;0,32;0,56;0,02760719;0,0964155
8051;DEUT4473.JSON;DEUT4498.JSON;0,6108417146;0,0448979592;0,3275862069;0,5689655172;-0,03109718;-0,13120567
8052;DEUT4473.JSON;DEUT4499.JSON;0,5724377395;0,1458333333;0,32;0,54;-0,04248199;-0,18686869
8053;DEUT4473.JSON;DEUT4500.JSON;0,5783644636;0,03125;0,22;0,58;-0,02857143;-0,10784314
8054;DEUT4473.JSON;DEUT4501.JSON;0,4995210728;0,1770833333;0,2941176471;0,4117647059;-0,03109718;-0,02197217
8055;DEUT4473.JSON;DEUT4502.JSON;0,457345546;0,046875;0,2837837838;0,4864864865;-0,03109718;-0,02197217
8056;DEUT4473.JSON;DEUT4503.JSON;0,5970725575;0,0416666667;0,32;0,44;-0,06784839;-0,04917581
8057;DEUT4474.JSON;DEUT4398.JSON;0,5178544061;0,14;0,2352941176;0,4411764706;-0,03333333;-0,05374761
8058;DEUT4474.JSON;DEUT4399.JSON;0,6513110632;0,008;0,2923076923;0,4461538462;-0,03333333;-0,13218391
8059;DEUT4474.JSON;DEUT4400.JSON;0,4546729611;0,0087719298;0,1855670103;0,3298969072;-0,03333333;-0,09526597
8060;DEUT4474.JSON;DEUT4401.JSON;0,5064313082;0,063583815;0,375;0,5625;-0,02173913;-0,14946087
8061;DEUT4474.JSON;DEUT4402.JSON;0,6753899836;0,0396039604;0,2372881356;0,4915254237;-0,03333333;-0,11026576
8062;DEUT4474.JSON;DEUT4403.JSON;0,5012999453;0,0222222222;0,25;0,65625;-0,04109803;-0,16215691
8063;DEUT4474.JSON;DEUT4404.JSON;0,6405993432;0,0810810811;0,3125;0,59375;-0,02;-0,08206739
8064;DEUT4474.JSON;DEUT4405.JSON;0,378968254;0,0256410256;0,28125;0,46875;-0,03571429;-0,2037037
8065;DEUT4474.JSON;DEUT4406.JSON;0,556372549;0,1213235294;0,3157894737;0,5;0,01588764;-0,12819031
8066;DEUT4474.JSON;DEUT4407.JSON;0,4299725137;0,1195652174;0,2527472527;0,3516483516;-0,03333333;-0,01878701
8067;DEUT4474.JSON;DEUT4408.JSON;0,5159841954;0,0694444444;0,3103448276;0,5344827586;-0,03333333;-0,10477819
8068;DEUT4474.JSON;DEUT4409.JSON;0,2668632789;0;0,28125;0,46875;-0,01666667;-0,07227746
8069;DEUT4474.JSON;DEUT4410.JSON;0,5190751664;0,1677631579;0,3035714286;0,5178571429;-0,0654043;-0,10578518
8070;DEUT4474.JSON;DEUT4411.JSON;0,5389299398;0,0952380952;0,1875;0,59375;-0,02272727;-0,09187522
8071;DEUT4474.JSON;DEUT4412.JSON;0,623802682;0,037037037;0,2291666667;0,5625;-0,03333333;-0,13085835
8072;DEUT4474.JSON;DEUT4413.JSON;0,6220922277;0,0518867925;0,2881355932;0,4745762712;0,01488684;-0,04952438
8073;DEUT4474.JSON;DEUT4414.JSON;0,6102011494;0,0452674897;0,3;0,5;-0,03333333;-0,07062149
8074;DEUT4474.JSON;DEUT4415.JSON;0,2818828681;0,0049019608;0,2558139535;0,5581395349;-0,01666667;-0,05255212
8075;DEUT4474.JSON;DEUT4416.JSON;0,6117097701;0;0,231884058;0,4637681159;-0,00065393;-0,05503608
8076;DEUT4474.JSON;DEUT4417.JSON;0,1493107613;0,0072332731;0,1742424242;0,2424242424;-0,03333333;-0,0862069
8077;DEUT4474.JSON;DEUT4418.JSON;0,6168050234;0,0126582278;0,2045454545;0,4318181818;-0,01666667;-0,18975272
8078;DEUT4474.JSON;DEUT4419.JSON;0,578407225;0,0517241379;0,3174603175;0,4761904762;-0,03333333;-0,09329513
8079;DEUT4474.JSON;DEUT4420.JSON;0,5621579091;0,0524017467;0,3125;0,46875;-0,03333333;-0,09329513
8080;DEUT4474.JSON;DEUT4421.JSON;0,6150793651;0,0526315789;0,28125;0,625;-0,02173913;-0,08988195
8081;DEUT4474.JSON;DEUT4422.JSON;0,703125;0,0448430493;0,275;0,55;-0,01666667;-0,04354183
8082;DEUT4474.JSON;DEUT4423.JSON;0,3944971264;3,33066907387547E-16;0,2261904762;0,369047619;-0,03333333;-0,06653034
8083;DEUT4474.JSON;DEUT4424.JSON;0,3587164751;0,0697674419;0,21875;0,375;-0,04347826;-0,11042635
8084;DEUT4474.JSON;DEUT4425.JSON;0,5807334428;0,1134020619;0,2765957447;0,4893617021;-0,03333333;-0,09770115
8085;DEUT4474.JSON;DEUT4426.JSON;0,5691707718;0,0261780105;0,2916666667;0,4791666667;-0,03333333;-0,13218391
8086;DEUT4474.JSON;DEUT4427.JSON;0,3621373837;0,00456621;0,2972972973;0,4189189189;0,03192312;0,08242059
8087;DEUT4474.JSON;DEUT4428.JSON;0,4696565408;0,0257731959;0,4;0,475;0,09846469;0,26176312
8088;DEUT4474.JSON;DEUT4429.JSON;0,6587301587;0;0,28125;0,65625;-0,03846154;-0,09077864
8089;DEUT4474.JSON;DEUT4430.JSON;0,241242474;0;0,28125;0,65625;-0,03846154;0,02708188
8090;DEUT4474.JSON;DEUT4431.JSON;0,7247194855;0,0693641618;0,375;0,5625;-0,03333333;-0,08255452
8091;DEUT4474.JSON;DEUT4432.JSON;0,6602695676;0,0842696629;0,25;0,59375;-0,03571429;-0,09227693
8092;DEUT4474.JSON;DEUT4433.JSON;0,2977216749;0;0,275862069;0,5172413793;-0,03333333;-0,10510425
8093;DEUT4474.JSON;DEUT4434.JSON;0,5109953704;0,0205479452;0,2209302326;0,3720930233;-0,01666667;-0,11338411
8094;DEUT4474.JSON;DEUT4435.JSON;0,6251795977;0;0,2461538462;0,4461538462;-0,03333333;-0,12680428
8095;DEUT4474.JSON;DEUT4436.JSON;0,5767309797;0,0208333333;0,2424242424;0,5151515152;-0,00121688;0,06352242
8096;DEUT4474.JSON;DEUT4437.JSON;0,5592159278;0,0277777778;0,2407407407;0,4814814815;-0,03333333;-0,06689784
8097;DEUT4474.JSON;DEUT4438.JSON;0,3456574514;0,0237068966;0,3461538462;0,5192307692;-0,03333333;-0,07062149
8098;DEUT4474.JSON;DEUT4439.JSON;0,1876084363;0,0057405281;0,2619047619;0,380952381;-0,00065393;-0,09573809
